package_name,mf_event_id,device_type,event_type,event_publisher_name,event_sub_publisher_name,event_campaign_id,page_id,placement_id,ad_group_id,key_word,customer_click_id,customer_event_id,transaction_id,risk_score,fraud_category,fraud_sub_category,inserted_date,event_date_time,ip_address,ip_country,landing_page_url,referral_url,user_agent
web.mFilterIt.cpv,255996925,desktop,StepUploads,369,None,3488,Open Free Trading Account - A Step-by-Step Guide in Online Trading for Beginners,NA,None,NA,NA,2398496,1h5o74e.1741178544837_103.224.48.66,0,Not Fraud,Not Fraud,3/6/2025,2025-03-05T19:56:54.000Z,14.139.236.162,IN_Uttar_Pradesh,https://diy.sharekhan.com/app/AccountApplication/StepUploads/2297169,https://diy.sharekhan.com/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36"
web.mFilterIt.cpv,256008781,mobile,StepApplicationStatus,None,None,None,Open Free Trading Account - A Step-by-Step Guide in Online Trading for Beginners,NA,None,NA,NA,fiptj0.1741190595131_2409:4050:e33:a2cc::db88:6113,NULL,0,Not Fraud,Not Fraud,3/6/2025,2025-03-05T20:52:34.000Z,2409:4050:e33:a2cc::db88:6113,IN_National_Capital_Territory_of_Delhi,https://diy.sharekhan.com/app/AccountApplication/StepApplicationStatus/2297297,https://esign.egov-nsdl.com/,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36"
web.mFilterIt.cpv,256008861,mobile,StepUploads,None,None,None,Open Free Trading Account - A Step-by-Step Guide in Online Trading for Beginners,NA,None,NA,NA,2398692,NULL,0,Not Fraud,Not Fraud,3/6/2025,2025-03-05T20:52:51.000Z,106.201.38.65,IN_Uttar_Pradesh,https://diy.sharekhan.com/app/AccountApplication/StepUploads/2297403,https://diy.sharekhan.com/,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36"
web.mFilterIt.cpv,256013049,desktop,StepUploads,None,None,None,Open Free Trading Account - A Step-by-Step Guide in Online Trading for Beginners,NA,None,NA,NA,2398002,NULL,0,Not Fraud,Not Fraud,3/6/2025,2025-03-05T21:14:34.000Z,2409:40f2:4b:29d:e1d5:b0c4:489c:a3d0,IN_Karnataka,https://diy.sharekhan.com/app/AccountApplication/StepUploads/2296498,https://diy.sharekhan.com/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0"
web.mFilterIt.cpv,256014612,desktop,StepNomineeDetails,None,None,None,Open Free Trading Account - A Step-by-Step Guide in Online Trading for Beginners,NA,None,NA,NA,j1lj8m.1741209099641_2409:40f2:4b:29d:e1d5:b0c4:489c:a3d0,NULL,0,Not Fraud,Not Fraud,3/6/2025,2025-03-05T21:23:43.000Z,2409:40f2:4b:29d:e1d5:b0c4:489c:a3d0,IN_Karnataka,https://diy.sharekhan.com/app/AccountApplication/StepNomineeDetails/2296498,https://diy.sharekhan.com/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0"
web.mFilterIt.cpv,256021851,mobile,StepOtherInfo,None,None,None,Open Free Trading Account - A Step-by-Step Guide in Online Trading for Beginners,NA,None,NA,NA,1t0w2ai.1740720169199_42.108.239.217,NULL,0,Not Fraud,Not Fraud,3/6/2025,2025-03-05T22:03:23.000Z,42.108.239.217,IN_Maharashtra,https://diy.sharekhan.com/app/AccountApplication/StepOtherInfo/2286895,https://diy.sharekhan.com/,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36"
web.mFilterIt.cpv,256027956,mobile,StepApplicationStatus,None,None,None,Open Free Trading Account - A Step-by-Step Guide in Online Trading for Beginners,NA,None,NA,NA,c478hi.1741173374513_103.85.127.222,NULL,0,Not Fraud,Not Fraud,3/6/2025,2025-03-05T22:36:36.000Z,103.85.127.222,IN_National_Capital_Territory_of_Delhi,https://diy.sharekhan.com/app/AccountApplication/StepApplicationStatus/2296461,None,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36"
web.mFilterIt.cpv,256032535,desktop,otp_submit_button,None,None,None,gtm-msr,NA,None,NA,NA,None_172.253.254.55,NULL,0,Not Fraud,Not Fraud,3/6/2025,2025-03-05T23:07:17.000Z,172.253.254.55,US_Oregon,https://gtm-msr.appspot.com/render2?id=GTM-5WMVFZ2,https://gtm-msr.appspot.com/render?id=GTM-5WMVFZ2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36"
web.mFilterIt.cpv,256042168,mobile,StepUploads,None,None,None,à¤¨à¤¿à¤à¤¶à¥à¤²à¥à¤ à¤à¥à¤°à¥à¤¡à¤¿à¤à¤ à¤à¤¾à¤¤à¤¾ à¤à¥à¤²à¥à¤ - à¤¶à¥à¤°à¥à¤à¤¤à¥ à¤²à¥à¤à¥à¤ à¤à¥ à¤²à¤¿à¤ à¤à¤¨à¤²à¤¾à¤à¤¨ à¤à¥à¤°à¥à¤¡à¤¿à¤à¤ à¤®à¥à¤ à¤à¤°à¤£-à¤¦à¤°-à¤à¤°à¤£ à¤®à¤¾à¤°à¥à¤à¤¦à¤°à¥à¤¶à¤¿à¤à¤¾,NA,None,NA,NA,2398463,NULL,0,Not Fraud,Not Fraud,3/6/2025,2025-03-06T00:06:38.000Z,2401:4900:1c6e:d90d:51c3:a31:e15f:2778,IN_Chandigarh,https://diy.sharekhan.com/app/AccountApplication/StepUploads/2297122,https://diy.sharekhan.com/,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36"
web.mFilterIt.cpv,256043567,mobile,StepNomineeDetails,None,None,None,Open Free Trading Account - A Step-by-Step Guide in Online Trading for Beginners,NA,None,NA,NA,d28xyj.1741175931156_2401:4900:1c6e:d90d:51c3:a31:e15f:2778,NULL,0,Not Fraud,Not Fraud,3/6/2025,2025-03-06T00:15:27.000Z,2401:4900:1c6e:d90d:51c3:a31:e15f:2778,IN_Chandigarh,https://diy.sharekhan.com/app/AccountApplication/StepNomineeDetails/2297122,https://diy.sharekhan.com/,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36"
web.mFilterIt.cpv,256048308,mobile,StepUploads,975,None,None,Open Free Trading Account - A Step-by-Step Guide in Online Trading for Beginners,NA,None,NA,NA,2397262,ucx0i0.1741064033720_2409:4064:6d81:3425::b9c8:70e,80,Bot Fraud,Pop Under,3/6/2025,2025-03-06T00:47:39.000Z,2409:4064:4e02:c594::b908:7d0c,IN_Bihar,https://diy.sharekhan.com/app/AccountApplication/StepUploads/2295495,None,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36"
web.mFilterIt.cpv,256050606,mobile,StepUploads,None,None,None,Open Free Trading Account - A Step-by-Step Guide in Online Trading for Beginners,NA,None,NA,NA,2309609,NULL,0,Not Fraud,Not Fraud,3/6/2025,2025-03-06T01:02:01.000Z,2401:4900:74d1:c5b0:978:8f86:5c01:99b6,IN_Odisha,https://diy.sharekhan.com/app/AccountApplication/StepUploads/2186670,https://diy.sharekhan.com/,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36"
web.mFilterIt.cpv,256054128,mobile,StepReview,369,None,3488,Open Free Trading Account - A Step-by-Step Guide in Online Trading for Beginners,NA,None,NA,NA,2397720,v3ewmw.1741089188220_2401:4900:a5fb:ba27::2324:5af5,0,Not Fraud,Not Fraud,3/6/2025,2025-03-06T01:22:51.000Z,2401:4900:a60a:f734::23f2:9907,IN_Uttar_Pradesh,https://diy.sharekhan.com/app/AccountApplication/StepReview/2296161,https://diy.sharekhan.com/,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36"
web.mFilterIt.cpv,256054296,mobile,StepApplicationStatus,None,None,None,Open Free Trading Account - A Step-by-Step Guide in Online Trading for Beginners,NA,None,NA,NA,1flvyph.1741171402118_2409:40c1:a:f96e:8000::,NULL,0,Not Fraud,Not Fraud,3/6/2025,2025-03-06T01:23:37.000Z,2409:40c1:a:f96e:8000::,IN_Gujarat,https://diy.sharekhan.com/app/AccountApplication/StepApplicationStatus/2297060,None,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36"
web.mFilterIt.cpv,256056742,mobile,StepPOI,None,None,None,Open Free Trading Account - A Step-by-Step Guide in Online Trading for Beginners,NA,None,NA,NA,1xmal19.1741224983382_2a02:26f7:d6cc:68f8:0:47f9:49c8:efea,NULL,0,Not Fraud,Not Fraud,3/6/2025,2025-03-06T01:36:26.000Z,2a02:26f7:d6cc:68f8:0:47f9:49c8:efea,IN_Punjab,https://diy.sharekhan.com/app/Account/Register?ReturnUrl=/app/AccountApplication/StepPOI/2223505,https://diy.sharekhan.com/,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1"
web.mFilterIt.cpv,256059411,mobile,StepUploads,None,None,None,Open Free Trading Account - A Step-by-Step Guide in Online Trading for Beginners,NA,None,NA,NA,1cdj1qg.1741225820448_2402:8100:26b5:e0ef:0:2:7b84:6301,NULL,0,Not Fraud,Not Fraud,3/6/2025,2025-03-06T01:50:25.000Z,2402:8100:26b5:e0ef:0:2:7b84:6301,IN_Gujarat,https://diy.sharekhan.com/app/Account/Register?ReturnUrl=/app/AccountApplication/StepUploads/2271169,None,"Mozilla/5.0 (Linux; Android 14; SM-S921B) AppleWebKit/537.36 (KHTML, like Gecko) JioSphere/5.0.4 Chrome/119.0.6045.193 Mobile Safari/537.36"
web.mFilterIt.cpv,256062741,mobile,StepApplicationStatus,None,None,None,Open Free Trading Account - A Step-by-Step Guide in Online Trading for Beginners,NA,None,NA,NA,1n2fy2y.1741175681748_2401:4900:361e:7780:1:2:6efd:b846,NULL,0,Not Fraud,Not Fraud,3/6/2025,2025-03-06T02:05:26.000Z,2401:4900:361e:7780:1:2:6efd:b846,IN_Gujarat,https://diy.sharekhan.com/app/AccountApplication/StepApplicationStatus/2297060,None,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Mobile Safari/537.36"
web.mFilterIt.cpv,256063341,mobile,StepApplicationStatus,None,None,None,Open Free Trading Account - A Step-by-Step Guide in Online Trading for Beginners,NA,None,NA,NA,obw8x9.1741154794274_2402:3a80:1eab:e0e0:88fb:fed:2726:ef44,NULL,0,Not Fraud,Not Fraud,3/6/2025,2025-03-06T02:07:50.000Z,2402:3a80:1eab:e0e0:88fb:fed:2726:ef44,IN_Gujarat,https://diy.sharekhan.com/app/AccountApplication/StepApplicationStatus/2297362,None,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/26.0 Chrome/122.0.0.0 Mobile Safari/537.36"
web.mFilterIt.cpv,256064415,mobile,StepUploads,None,None,None,Open Free Trading Account - A Step-by-Step Guide in Online Trading for Beginners,NA,None,NA,NA,1rx7hn3.1741154564019_103.174.159.41,NULL,0,Not Fraud,Not Fraud,3/6/2025,2025-03-06T02:12:30.000Z,103.174.159.41,IN_Maharashtra,https://diy.sharekhan.com/app/Account/Register?ReturnUrl=/app/AccountApplication/StepUploads/2225252,https://diy.sharekhan.com/,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36"
web.mFilterIt.cpv,256064508,desktop,StepApplicationStatus,None,None,None,Open Free Trading Account - A Step-by-Step Guide in Online Trading for Beginners,NA,None,NA,NA,2329104,NULL,0,Not Fraud,Not Fraud,3/6/2025,2025-03-06T02:13:09.000Z,59.184.94.94,IN_Madhya_Pradesh,https://diy.sharekhan.com/app/AccountApplication/StepApplicationStatus/2292424,https://diy.sharekhan.com/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36"
web.mFilterIt.cpv,256068050,mobile,StepApplicationStatus,None,None,None,Open Free Trading Account - A Step-by-Step Guide in Online Trading for Beginners,NA,None,NA,NA,1n11inn.1741175533215_2401:4900:5117:959f::224:3d4a,NULL,0,Not Fraud,Not Fraud,3/6/2025,2025-03-06T02:27:41.000Z,2401:4900:5117:959f::224:3d4a,IN_Gujarat,https://diy.sharekhan.com/app/AccountApplication/StepApplicationStatus/2297107,None,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36"
web.mFilterIt.cpv,256071647,mobile,StepApplicationStatus,None,None,None,Open Free Trading Account - A Step-by-Step Guide in Online Trading for Beginners,NA,None,NA,NA,2398562,NULL,0,Not Fraud,Not Fraud,3/6/2025,2025-03-06T02:40:49.000Z,2401:4900:62c5:c194:bc37:8aff:fede:cc2c,IN_Telangana,https://diy.sharekhan.com/app/AccountApplication/StepApplicationStatus/2297252,https://diy.sharekhan.com/,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36"
web.mFilterIt.cpv,256075200,mobile,StepUploads,None,None,None,Open Free Trading Account - A Step-by-Step Guide in Online Trading for Beginners,NA,None,NA,NA,i3oxdj.1740725528108_2405:201:4006:a8:51f5:edf4:aee5:c24,NULL,0,Not Fraud,Not Fraud,3/6/2025,2025-03-06T02:53:26.000Z,2405:201:4006:a8:51f5:edf4:aee5:c24,IN_National_Capital_Territory_of_Delhi,https://diy.sharekhan.com/app/AccountApplication/StepUploads/2292590,https://diy.sharekhan.com/,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36"
web.mFilterIt.cpv,256075862,mobile,StepUploads,None,None,None,Open Free Trading Account - A Step-by-Step Guide in Online Trading for Beginners,NA,None,NA,NA,2398712,NULL,0,Not Fraud,Not Fraud,3/6/2025,2025-03-06T02:55:50.000Z,2401:4900:882a:1520:32c5:35e2:3b26:3f5b,IN_West_Bengal,https://diy.sharekhan.com/app/AccountApplication/StepUploads/2297425,https://diy.sharekhan.com/,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36"
web.mFilterIt.cpv,256079018,desktop,StepPOI,None,None,None,Open Free Trading Account - A Step-by-Step Guide in Online Trading for Beginners,NA,None,NA,NA,qy186x.1740649493818_103.6.186.139,NULL,0,Not Fraud,Not Fraud,3/6/2025,2025-03-06T03:06:29.000Z,103.6.186.139,IN_Maharashtra,https://diy.sharekhan.com/app/Account/Register?ReturnUrl=/app/AccountApplication/StepPOI/2166970,None,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36"
web.mFilterIt.cpv,256079389,mobile,StepUploads,None,None,None,Open Free Trading Account - A Step-by-Step Guide in Online Trading for Beginners,NA,None,NA,NA,xo73dq.1741172100951_110.226.182.81,NULL,0,Not Fraud,Not Fraud,3/6/2025,2025-03-06T03:07:42.000Z,110.226.182.81,IN_Maharashtra,https://diy.sharekhan.com/app/AccountApplication/StepUploads/2297071,https://diy.sharekhan.com/,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36"
web.mFilterIt.cpv,256079590,mobile,StepUploads,None,None,None,Open Free Trading Account - A Step-by-Step Guide in Online Trading for Beginners,NA,None,NA,NA,1dep2fh.1741230505937_49.36.232.73,NULL,0,Not Fraud,Not Fraud,3/6/2025,2025-03-06T03:08:29.000Z,49.36.232.73,IN_Rajasthan,https://diy.sharekhan.com/app/Account/Register?ReturnUrl=/app/AccountApplication/StepUploads/2286892,None,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36"
web.mFilterIt.cpv,256082021,mobile,StepUploads,None,None,None,Open Free Trading Account - A Step-by-Step Guide in Online Trading for Beginners,NA,None,NA,NA,1ez13d5.1741176395983_2405:201:2013:32f6:e98d:8349:a4c4:3531,NULL,0,Not Fraud,Not Fraud,3/6/2025,2025-03-06T03:16:49.000Z,2405:201:2013:32f6:e98d:8349:a4c4:3531,IN_Gujarat,https://diy.sharekhan.com/app/AccountApplication/StepUploads/2297125,https://diy.sharekhan.com/,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36"
web.mFilterIt.cpv,256082228,mobile,StepApplicationStatus,None,None,None,Open Free Trading Account - A Step-by-Step Guide in Online Trading for Beginners,NA,None,NA,NA,1kwncvb.1741155881591_2402:3a80:6e5:1c32:0:53:1812:d201,NULL,0,Not Fraud,Not Fraud,3/6/2025,2025-03-06T03:17:47.000Z,2402:3a80:6e5:1c32:0:53:1812:d201,IN_Maharashtra,https://diy.sharekhan.com/app/AccountApplication/StepApplicationStatus/2296634,None,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36"
web.mFilterIt.cpv,256082734,mobile,StepApplicationStatus,None,None,None,Open Free Trading Account - A Step-by-Step Guide in Online Trading for Beginners,NA,None,NA,NA,1n8xdde.1741171556230_2402:a00:1b2:2359:398f:260e:617f:551,NULL,0,Not Fraud,Not Fraud,3/6/2025,2025-03-06T03:19:28.000Z,2402:a00:1b2:2359:398f:260e:617f:551,IN_Uttar_Pradesh,https://diy.sharekhan.com/app/AccountApplication/StepApplicationStatus/2297064,None,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36"
web.mFilterIt.cpv,256082976,mobile,StepNomineeDetails,None,None,None,Open Free Trading Account - A Step-by-Step Guide in Online Trading for Beginners,NA,None,NA,NA,e2l02x.1741229492790_2401:4900:882a:1520:32c5:35e2:3b26:3f5b,NULL,0,Not Fraud,Not Fraud,3/6/2025,2025-03-06T03:19:46.000Z,2401:4900:882a:1520:32c5:35e2:3b26:3f5b,IN_West_Bengal,https://diy.sharekhan.com/app/AccountApplication/StepNomineeDetails/2297425,https://diy.sharekhan.com/,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36"
web.mFilterIt.cpv,256083582,mobile,StepUploads,None,None,None,Open Free Trading Account - A Step-by-Step Guide in Online Trading for Beginners,NA,None,NA,NA,2398483,NULL,0,Not Fraud,Not Fraud,3/6/2025,2025-03-06T03:21:55.000Z,2409:40c1:602e:658a:45e3:a75c:7928:9abc,IN_Gujarat,https://diy.sharekhan.com/app/AccountApplication/StepUploads/2297152#,None,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36"
web.mFilterIt.cpv,256083742,mobile,StepUploads,None,None,None,Open Free Trading Account - A Step-by-Step Guide in Online Trading for Beginners,NA,None,NA,NA,1xnl297.1741193000639_2401:4900:8899:5856:944d:5950:cffc:355e,NULL,0,Not Fraud,Not Fraud,3/6/2025,2025-03-06T03:21:43.000Z,2401:4900:8899:5856:944d:5950:cffc:355e,IN_Gujarat,https://diy.sharekhan.com/app/AccountApplication/StepUploads/2297317,https://diy.sharekhan.com/,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36"
web.mFilterIt.cpv,256084085,mobile,StepUploads,None,None,None,Open Free Trading Account - A Step-by-Step Guide in Online Trading for Beginners,NA,None,NA,NA,2398030,NULL,0,Not Fraud,Not Fraud,3/6/2025,2025-03-06T03:23:15.000Z,2405:201:3025:823:d41b:2fb6:f0d6:802c,IN_Madhya_Pradesh,https://diy.sharekhan.com/app/AccountApplication/StepUploads/2296529,https://diy.sharekhan.com/,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36"
